date,timestamp,touch_type,touch_price,close_at_touch,continuation_move_pct,reversal_move_pct,open_position,day_of_week,continuation_move_pct_60min,reversal_move_pct_60min
2020-08-27,2020-08-27 09:32:00,Previous High,292.22,291.79,-0.5475,-0.0342,Above Previous High,Thursday,-0.6297,0.2327
2020-08-31,2020-08-31 09:30:00,Previous High,293.18,292.83,0.1671,-0.191,Between Previous High and Low,Monday,0.3888,-0.191
2020-09-01,2020-09-01 09:31:00,Previous High,296.745,296.79,-0.3218,0.1853,Above Previous High,Tuesday,-0.3218,0.8677
2020-09-02,2020-09-02 09:56:00,Previous High,300.19,299.58,-0.5263,0.0866,Above Previous High,Wednesday,-0.5263,0.3831
2020-09-03,2020-09-03 09:35:00,Previous Low,296.89,297.29,-0.2998,0.3907,Between Previous High and Low,Thursday,-1.1856,0.3907
2020-09-04,2020-09-04 09:45:00,Previous Low,284.41,284.11,-1.2702,0.0703,Between Previous High and Low,Friday,-4.4337,0.0703
2020-09-08,2020-09-08 09:30:00,Previous Low,271.8,271.861,0.011,1.1626,Between Previous High and Low,Tuesday,-0.2024,2.2737
2020-09-09,2020-09-09 11:03:00,Previous High,278.22,278.29,0.0467,-0.6793,Between Previous High and Low,Wednesday,0.0467,-0.7943
2020-09-10,2020-09-10 09:50:00,Previous High,280.045,279.91,-0.1875,0.3945,Above Previous High,Thursday,-0.3446,0.7677
2020-09-11,2020-09-11 12:32:00,Previous Low,270.56,270.47,-0.4916,0.0333,Between Previous High and Low,Friday,-1.3527,0.0333
2020-09-14,2020-09-14 09:43:00,Previous High,275.22,275.02,0.327,-0.0799,Between Previous High and Low,Monday,0.7267,-0.0799
2020-09-15,2020-09-15 12:26:00,Previous High,277.22,279.89,0.9054,1.0281,Above Previous High,Tuesday,0.874,1.1651
2020-09-16,2020-09-16 15:31:00,Previous Low,275.1332,274.83,-0.2526,0.206,Between Previous High and Low,Wednesday,-0.321,0.3696
2020-09-17,2020-09-17 12:59:00,Previous Low,274.25,268.39,-1.9763,-2.2786,Below Previous Low,Thursday,-1.6664,-2.4394
2020-09-18,2020-09-18 11:34:00,Previous Low,266.68,266.64,-0.1762,0.1087,Between Previous High and Low,Friday,-0.4537,0.5775
2020-09-21,2020-09-21 09:30:00,Previous Low,262.63,262.1702,0.4607,-0.5255,Below Previous Low,Monday,0.7501,-0.6111
2020-09-22,2020-09-22 09:46:00,Previous High,267.77,267.66,-0.2091,0.1643,Above Previous High,Tuesday,-0.2091,0.7245
2020-09-23,2020-09-23 14:11:00,Previous Low,266.54,266.63,-0.3977,0.1426,Between Previous High and Low,Wednesday,-1.1818,0.1426
2020-09-24,2020-09-24 09:46:00,Previous Low,263.2502,263.69,0.7957,0.1253,Below Previous Low,Thursday,1.3826,-0.1178
2020-09-25,2020-09-25 11:18:00,Previous High,268.7,268.76,0.1749,-0.0633,Between Previous High and Low,Friday,0.1786,-1.2012
2020-09-28,2020-09-28 13:09:00,Previous High,272.395,275.0174,0.8756,1.0701,Above Previous High,Monday,0.8756,1.4593
2020-09-29,2020-09-29 09:34:00,Previous High,277.2,276.94,0.1299,-0.3102,Between Previous High and Low,Tuesday,0.184,-0.4004
2020-09-30,2020-09-30 09:52:00,Previous High,277.71,277.53,0.4177,-0.1296,Between Previous High and Low,Wednesday,0.8174,-0.1296
2020-10-01,2020-10-01 09:46:00,Previous High,281.09,281.04,-0.121,0.1965,Above Previous High,Thursday,-0.3451,0.1965
2020-10-02,2020-10-02 10:14:00,Previous Low,279.84,279.57,-0.0536,-0.3145,Below Previous Low,Friday,-0.0215,-0.7969
2020-10-06,2020-10-06 10:18:00,Previous High,280.49,280.4601,0.025,-0.1997,Between Previous High and Low,Tuesday,0.025,-0.7309
2020-10-06,2020-10-06 14:55:00,Previous Low,276.23,276.16,-0.2969,0.4489,Between Previous High and Low,Tuesday,-0.7168,0.4489
2020-10-08,2020-10-08 10:20:00,Previous High,280.74,280.83,-0.1532,0.1532,Above Previous High,Thursday,-0.1532,0.4096
2020-10-14,2020-10-14 11:47:00,Previous Low,293.11,292.99,-0.3582,0.0017,Between Previous High and Low,Wednesday,-0.9723,0.0017
2020-10-15,2020-10-15 15:19:00,Previous Low,290.26,290.24,0.0897,-0.0827,Below Previous Low,Thursday,0.155,-0.1826
2020-10-16,2020-10-16 11:17:00,Previous High,290.71,290.67,-0.3543,0.0094,Above Previous High,Friday,-0.3543,0.1548
2020-10-19,2020-10-19 10:11:00,Previous Low,288.12,288.26,0.0362,0.361,Between Previous High and Low,Monday,-0.472,0.4894
2020-10-22,2020-10-22 10:19:00,Previous Low,283.69,283.596,-0.4759,-0.0352,Between Previous High and Low,Thursday,-1.0117,-0.0352
2020-10-26,2020-10-26 10:00:00,Previous High,284.91,284.37,0.1369,-0.1895,Between Previous High and Low,Monday,0.1369,-1.3765
2020-10-26,2020-10-26 10:56:00,Previous Low,281.7818,281.53,-0.5294,-0.0645,Between Previous High and Low,Monday,-0.8559,-0.0645
2020-10-29,2020-10-29 14:18:00,Previous High,278.6401,278.77,0.1974,-0.0072,Between Previous High and Low,Thursday,0.305,-0.3535
2020-10-30,2020-10-30 09:45:00,Previous Low,272.52,272.63,-0.3394,0.1431,Between Previous High and Low,Friday,-1.354,0.1761
2020-11-02,2020-11-02 13:58:00,Previous Low,267.07,266.99,-0.0337,0.2058,Between Previous High and Low,Monday,-0.0337,0.7526
2020-11-03,2020-11-03 10:01:00,Previous High,273.52,273.46,0.3473,-0.0585,Between Previous High and Low,Tuesday,1.2065,-0.0585
2020-11-06,2020-11-06 09:35:00,Previous Low,292.0,292.2,-0.5,0.0548,Between Previous High and Low,Friday,-0.7432,0.2774
2020-11-09,2020-11-09 09:34:00,Previous High,295.36,295.01,-0.5485,0.2979,Above Previous High,Monday,-0.5485,1.2426
2020-11-11,2020-11-11 09:35:00,Previous High,286.6599,286.67,0.6594,-0.0406,Between Previous High and Low,Wednesday,0.778,-0.0406
2020-11-12,2020-11-12 09:31:00,Previous High,290.25,290.1,-0.1447,0.5444,Above Previous High,Thursday,-0.1447,0.5444
2020-11-16,2020-11-16 09:37:00,Previous High,291.57,291.74,0.298,-0.0857,Between Previous High and Low,Monday,0.4596,-0.1749
2020-11-17,2020-11-17 09:31:00,Previous High,293.51,293.2,0.0681,-0.2862,Between Previous High and Low,Tuesday,0.0681,-0.5962
2020-11-18,2020-11-18 09:32:00,Previous Low,291.61,291.86,-0.096,0.2743,Between Previous High and Low,Wednesday,-0.3704,0.2743
2020-11-19,2020-11-19 09:44:00,Previous Low,290.01,290.1199,0.1621,-0.1069,Below Previous Low,Thursday,0.4586,-0.1069
2020-11-20,2020-11-20 10:38:00,Previous High,292.7,292.62,0.0683,-0.0683,Between Previous High and Low,Friday,0.1247,-0.0957
2020-11-23,2020-11-23 10:12:00,Previous Low,290.29,290.33,-0.0655,0.186,Between Previous High and Low,Monday,-0.6201,0.186
2020-11-24,2020-11-24 11:04:00,Previous High,292.75,292.73,0.0888,-0.0342,Between Previous High and Low,Tuesday,0.2835,-0.0342
2020-11-25,2020-11-25 10:04:00,Previous High,294.98,294.95,-0.1322,0.1085,Above Previous High,Wednesday,-0.1322,0.3322
2020-11-30,2020-11-30 10:28:00,Previous Low,297.9,297.89,-0.5069,0.0168,Between Previous High and Low,Monday,-1.0473,0.0168
2020-12-02,2020-12-02 09:40:00,Previous Low,300.83,300.75,-0.1596,0.1662,Between Previous High and Low,Wednesday,-0.1596,0.7712
2020-12-03,2020-12-03 09:30:00,Previous High,304.195,304.4,0.2613,0.0608,Between Previous High and Low,Thursday,0.5539,0.0378
2020-12-07,2020-12-07 09:30:00,Previous High,305.73,305.71,0.3238,-0.0196,Between Previous High and Low,Monday,0.5233,-0.0196
2020-12-08,2020-12-08 09:49:00,Previous Low,305.52,305.64,0.0098,0.1964,Between Previous High and Low,Tuesday,-0.1866,0.3469
2020-12-08,2020-12-08 13:08:00,Previous High,307.63,307.68,0.0488,-0.026,Between Previous High and Low,Tuesday,0.1885,-0.039
2020-12-09,2020-12-09 12:44:00,Previous Low,304.95,304.82,-0.3669,-0.0459,Between Previous High and Low,Wednesday,-1.0657,0.0016
2020-12-10,2020-12-10 09:40:00,Previous Low,300.21,300.26,0.4497,-0.0067,Below Previous Low,Thursday,0.986,-0.0067
2020-12-15,2020-12-15 09:32:00,Previous High,306.05,306.44,-0.0784,0.2549,Above Previous High,Tuesday,-0.0784,0.2549
2020-12-16,2020-12-16 09:33:00,Previous High,307.29,307.36,-0.1985,0.0553,Above Previous High,Wednesday,-0.2177,0.1953
2020-12-17,2020-12-17 10:59:00,Previous High,309.785,309.82,-0.0048,0.163,Above Previous High,Thursday,-0.1275,0.205
2020-12-18,2020-12-18 09:34:00,Previous High,311.24,311.21,-0.1157,0.0578,Above Previous High,Friday,-0.588,0.0578
2020-12-21,2020-12-21 09:32:00,Previous Low,307.61,307.59,0.1723,-0.0851,Below Previous Low,Monday,0.1723,-1.1638
2020-12-22,2020-12-22 09:30:00,Previous High,309.47,309.51,-0.1906,0.0517,Above Previous High,Tuesday,-0.1906,0.4008
2020-12-29,2020-12-29 09:56:00,Previous High,313.17,313.1,-0.1277,0.099,Above Previous High,Tuesday,-0.3512,0.2171
2020-12-31,2020-12-31 11:43:00,Previous Low,312.33,312.525,-0.0544,0.0832,Between Previous High and Low,Thursday,-0.1825,0.1443
2021-01-04,2021-01-04 09:33:00,Previous High,314.24,314.27,-0.3023,0.0636,Above Previous High,Monday,-0.39,0.1018
2021-01-06,2021-01-06 09:47:00,Previous Low,308.29,308.35,0.1687,-0.0746,Below Previous Low,Wednesday,0.7785,-0.2627
2021-01-07,2021-01-07 09:37:00,Previous High,311.88,312.0177,0.125,-0.0898,Between Previous High and Low,Thursday,0.7343,-0.1122
2021-01-08,2021-01-08 10:29:00,Previous High,315.84,315.84,-0.019,0.3071,Above Previous High,Friday,-0.019,0.7694
2021-01-11,2021-01-11 09:35:00,Previous Low,315.0814,315.09,-0.2655,0.1995,Between Previous High and Low,Monday,-0.2655,0.5962
2021-01-12,2021-01-12 09:50:00,Previous Low,313.75,313.44,-0.2231,0.1593,Between Previous High and Low,Tuesday,-0.2231,0.357
2021-01-13,2021-01-13 10:35:00,Previous High,315.58,315.528,0.1299,-0.038,Between Previous High and Low,Wednesday,0.2627,-0.038
2021-01-14,2021-01-14 09:33:00,Previous High,316.86,316.84,0.1073,-0.1767,Between Previous High and Low,Thursday,0.1073,-0.2493
2021-01-15,2021-01-15 10:03:00,Previous Low,313.8616,313.71,-0.5772,-0.0483,Between Previous High and Low,Friday,-0.9723,-0.0483
2021-01-19,2021-01-19 12:36:00,Previous High,315.12,315.139,0.1174,-0.0602,Between Previous High and Low,Tuesday,0.3205,-0.0602
2021-01-20,2021-01-20 10:00:00,Previous High,316.93,320.9,1.2211,1.6439,Above Previous High,Wednesday,1.2211,1.8679
2021-01-21,2021-01-21 09:30:00,Previous High,324.74,324.85,-0.2433,0.0893,Above Previous High,Thursday,-0.311,0.3942
2021-01-25,2021-01-25 10:58:00,Previous High,326.46,325.758,-1.5469,-0.0766,Above Previous High,Monday,-1.5469,0.0245
2021-01-28,2021-01-28 13:02:00,Previous High,326.27,326.16,-0.0245,-0.2697,Between Previous High and Low,Thursday,0.046,-0.282
2021-01-29,2021-01-29 09:30:00,Previous Low,320.03,319.6652,0.0344,-0.8718,Below Previous Low,Friday,0.2154,-0.9937
2021-02-01,2021-02-01 11:30:00,Previous High,320.7193,320.72,0.1998,-0.0808,Between Previous High and Low,Monday,0.655,-0.0808
2021-02-03,2021-02-03 09:31:00,Previous High,328.87,328.92,-0.2296,0.225,Above Previous High,Wednesday,-0.7328,0.2919
2021-02-04,2021-02-04 15:59:00,Previous High,330.195,330.3,0.0227,-0.0591,Between Previous High and Low,Thursday,0.0227,-0.0591
2021-02-05,2021-02-05 09:35:00,Previous High,330.33,330.47,-0.0515,0.1514,Above Previous High,Friday,-0.2422,0.1998
2021-02-08,2021-02-08 09:34:00,Previous High,332.4025,332.61,-0.0308,0.2189,Above Previous High,Monday,-0.0308,0.4024
2021-02-09,2021-02-09 09:54:00,Previous High,333.74,333.75,0.1828,-0.024,Between Previous High and Low,Tuesday,0.3206,-0.024
2021-02-10,2021-02-10 09:32:00,Previous High,334.81,334.61,-0.1434,0.089,Above Previous High,Wednesday,-1.2544,0.1284
2021-02-12,2021-02-12 11:29:00,Previous High,335.0,335.004,0.0567,-0.0567,Between Previous High and Low,Friday,0.0836,-0.1104
2021-02-16,2021-02-16 09:38:00,Previous High,336.72,337.0,-0.0,0.389,Above Previous High,Tuesday,-0.0,0.4366
2021-02-17,2021-02-17 13:31:00,Previous Low,334.34,332.9,-0.3986,-0.4905,Below Previous Low,Wednesday,-0.1914,-0.5533
2021-02-18,2021-02-18 09:30:00,Previous Low,330.17,330.16,-0.1454,0.1969,Between Previous High and Low,Thursday,-0.53,0.2908
2021-02-19,2021-02-19 09:30:00,Previous High,333.8661,333.8,-0.0138,-0.3523,Between Previous High and Low,Friday,-0.0138,-0.4841
2021-02-23,2021-02-23 10:27:00,Previous Low,322.23,317.43,-1.4182,-1.8,Below Previous Low,Tuesday,-0.7355,-1.8
2021-02-24,2021-02-24 13:32:00,Previous High,323.2,323.17,0.0495,-0.1315,Between Previous High and Low,Wednesday,0.0758,-0.362
2021-02-25,2021-02-25 12:10:00,Previous Low,315.96,316.01,-0.0506,0.4494,Between Previous High and Low,Thursday,-1.2058,0.4494
2021-02-26,2021-02-26 10:28:00,Previous Low,311.24,311.33,-0.1157,0.5607,Between Previous High and Low,Friday,-0.1157,1.8217
2021-03-01,2021-03-01 09:30:00,Previous High,319.11,319.57,-0.3682,0.1724,Above Previous High,Monday,-0.3682,0.4544
2021-03-02,2021-03-02 09:30:00,Previous High,323.94,324.01,-0.531,0.0679,Above Previous High,Tuesday,-0.994,0.0679
2021-03-03,2021-03-03 09:32:00,Previous Low,318.14,318.11,0.0314,-0.7135,Below Previous Low,Wednesday,0.0314,-1.7351
2021-03-04,2021-03-04 09:30:00,Previous Low,309.1,309.37,0.7053,0.0809,Below Previous Low,Thursday,0.7053,-1.3183
2021-03-05,2021-03-05 11:07:00,Previous Low,300.11,300.1,-0.4798,0.1633,Between Previous High and Low,Friday,-0.8863,0.5594
2021-03-08,2021-03-08 09:46:00,Previous High,309.609,309.44,-0.0546,-0.917,Between Previous High and Low,Monday,0.1457,-1.2658
2021-03-09,2021-03-09 10:01:00,Previous High,310.06,310.275,0.2225,-0.0645,Between Previous High and Low,Tuesday,0.4028,-0.2596
2021-03-10,2021-03-10 10:21:00,Previous High,313.73,313.35,-0.6088,-0.0446,Above Previous High,Wednesday,-0.8797,-0.0446
2021-03-11,2021-03-11 09:33:00,Previous High,316.47,316.79,0.2086,-0.2939,Between Previous High and Low,Thursday,0.2086,-0.5119
2021-03-12,2021-03-12 12:30:00,Previous Low,314.85,314.9,1.0736,-0.0588,Below Previous Low,Friday,1.0736,-0.4383
2021-03-15,2021-03-15 15:54:00,Previous High,318.2302,318.42,0.2733,0.0565,Between Previous High and Low,Monday,0.2733,0.0565
2021-03-16,2021-03-16 14:44:00,Previous High,319.1,319.17,0.0125,0.3259,Above Previous High,Tuesday,0.0125,0.843
2021-03-17,2021-03-17 14:00:00,Previous Low,319.1,319.17,0.3353,-0.3008,Below Previous Low,Wednesday,1.3256,-0.3008
2021-03-18,2021-03-18 10:09:00,Previous Low,315.68,315.87,-0.1172,0.1267,Between Previous High and Low,Thursday,-0.1172,0.4657
2021-03-19,2021-03-19 09:40:00,Previous Low,311.57,311.29,-0.2728,0.1252,Between Previous High and Low,Friday,-0.613,0.4525
2021-03-23,2021-03-23 11:08:00,Previous High,320.74,320.78,0.1091,-0.0864,Between Previous High and Low,Tuesday,0.1091,-0.6984
2021-03-24,2021-03-24 09:49:00,Previous Low,316.375,316.19,-0.245,0.0111,Between Previous High and Low,Wednesday,-0.5105,0.0806
2021-03-25,2021-03-25 09:39:00,Previous Low,311.65,311.5525,0.1348,-0.231,Below Previous Low,Thursday,0.3963,-0.5712
2021-03-26,2021-03-26 10:02:00,Previous High,312.885,312.9936,0.155,-0.171,Between Previous High and Low,Friday,0.2221,-0.4522
2021-03-29,2021-03-29 09:37:00,Previous High,316.33,316.35,0.0111,-0.5785,Between Previous High and Low,Monday,0.0111,-1.2202
2021-03-30,2021-03-30 09:43:00,Previous Low,312.47,312.5687,-0.08,0.224,Between Previous High and Low,Tuesday,-0.2976,0.3712
2021-04-05,2021-04-05 14:48:00,Previous High,324.71,331.54,2.048,2.1188,Above Previous High,Monday,1.8201,2.1188
2021-04-06,2021-04-06 10:54:00,Previous High,331.84,331.78,0.0361,-0.1175,Between Previous High and Low,Tuesday,0.2471,-0.1446
2021-04-07,2021-04-07 09:33:00,Previous Low,330.02,329.96,-0.197,0.1,Between Previous High and Low,Wednesday,-0.197,0.5999
2021-04-09,2021-04-09 09:30:00,Previous Low,333.7399,333.67,0.03,-0.2097,Below Previous Low,Friday,0.4015,-0.2457
2021-04-09,2021-04-09 11:55:00,Previous High,335.55,335.57,0.082,-0.0328,Below Previous Low,Friday,0.082,-0.1073
2021-04-14,2021-04-14 11:22:00,Previous Low,338.02,337.87,-0.0947,0.1095,Between Previous High and Low,Wednesday,-0.0947,0.3018
2021-04-15,2021-04-15 10:30:00,Previous High,340.98,340.95,0.0792,-0.0056,Between Previous High and Low,Thursday,0.1525,-0.1877
2021-04-16,2021-04-16 09:30:00,Previous High,342.01,341.66,-0.424,-0.1053,Above Previous High,Friday,-0.5643,-0.0088
2021-04-19,2021-04-19 09:30:00,Previous Low,340.08,340.44,0.1029,0.4411,Between Previous High and Low,Monday,-0.4437,0.4411
2021-04-20,2021-04-20 10:43:00,Previous Low,336.9016,336.9503,-0.2587,0.0648,Between Previous High and Low,Tuesday,-0.748,0.0648
2021-04-21,2021-04-21 09:39:00,Previous Low,334.3816,334.25,-0.1231,0.4601,Between Previous High and Low,Wednesday,-0.1231,0.7532
2021-04-22,2021-04-22 10:32:00,Previous High,339.48,339.44,0.0619,-0.0442,Between Previous High and Low,Thursday,0.1237,-0.215
2021-04-23,2021-04-23 12:47:00,Previous High,339.9,340.01,0.0824,0.0294,Between Previous High and Low,Friday,0.1324,-0.0235
2021-04-26,2021-04-26 11:03:00,Previous High,340.767,340.5801,0.0654,-0.0607,Between Previous High and Low,Monday,0.0713,-0.0872
2021-04-27,2021-04-27 09:30:00,Previous High,341.92,341.77,-0.1989,0.038,Above Previous High,Tuesday,-0.7692,0.038
2021-04-28,2021-04-28 09:33:00,Previous Low,339.17,339.04,-0.1946,0.0236,Between Previous High and Low,Wednesday,-0.1946,0.4835
2021-04-29,2021-04-29 09:53:00,Previous High,340.85,340.82,-0.2728,0.022,Above Previous High,Thursday,-0.6983,0.022
2021-05-03,2021-05-03 11:11:00,Previous Low,337.05,336.668,-0.2522,-0.0926,Between Previous High and Low,Monday,-0.356,-0.0148
2021-05-06,2021-05-06 09:30:00,Previous Low,328.23,328.55,-0.2833,0.3473,Between Previous High and Low,Thursday,-0.5423,0.3473
2021-05-10,2021-05-10 09:31:00,Previous Low,331.6914,331.66,-0.4888,-0.0004,Between Previous High and Low,Monday,-0.8114,-0.0004
2021-05-11,2021-05-11 12:09:00,Previous Low,325.21,324.89,0.0092,-0.1937,Below Previous Low,Tuesday,0.0092,-0.6765
2021-05-12,2021-05-12 10:37:00,Previous Low,319.02,319.58,-0.2163,0.2664,Between Previous High and Low,Wednesday,-0.3573,0.2664
2021-05-14,2021-05-14 09:32:00,Previous High,322.4,322.96,-0.0837,0.2667,Above Previous High,Friday,-0.0993,0.6452
2021-05-17,2021-05-17 13:17:00,Previous Low,322.08,322.2,-0.0497,0.0683,Between Previous High and Low,Monday,-0.1956,0.1894
2021-05-18,2021-05-18 10:30:00,Previous High,326.3721,326.45,0.0545,-0.0328,Between Previous High and Low,Tuesday,0.0851,-0.1753
2021-05-19,2021-05-19 14:22:00,Previous Low,321.94,322.03,0.2982,0.0155,Below Previous Low,Wednesday,0.2982,-0.5871
2021-05-21,2021-05-21 09:39:00,Previous High,329.71,329.34,-0.2745,-0.0106,Above Previous High,Friday,-0.4367,0.1971
2021-05-24,2021-05-24 09:40:00,Previous High,330.86,330.98,0.0937,-0.0786,Between Previous High and Low,Monday,0.5727,-0.0786
2021-05-25,2021-05-25 09:35:00,Previous High,333.67,334.02,-0.0989,0.1798,Above Previous High,Tuesday,-0.3596,0.1798
2021-05-27,2021-05-27 09:35:00,Previous Low,332.95,333.31,0.0159,0.2102,Between Previous High and Low,Thursday,-0.0841,0.4595
2021-05-28,2021-05-28 09:37:00,Previous High,334.54,334.37,0.133,-0.0571,Between Previous High and Low,Friday,0.133,-0.1883
2021-06-01,2021-06-01 09:40:00,Previous High,335.5699,335.65,0.0641,-0.2682,Between Previous High and Low,Tuesday,0.0641,-0.9715
2021-06-01,2021-06-01 10:12:00,Previous Low,333.6,333.6,-0.3867,-0.0006,Between Previous High and Low,Tuesday,-0.6505,0.0043
2021-06-03,2021-06-03 11:05:00,Previous Low,331.695,331.7,0.0497,-0.1342,Below Previous Low,Thursday,0.0497,-0.5442
2021-06-04,2021-06-04 09:30:00,Previous High,331.86,332.11,0.5302,0.0753,Between Previous High and Low,Friday,1.0215,0.0753
2021-06-07,2021-06-07 14:58:00,Previous High,336.0582,336.0,0.0243,-0.056,Between Previous High and Low,Monday,0.1791,-0.056
2021-06-08,2021-06-08 10:55:00,Previous High,336.66,336.59,-0.1248,0.101,Above Previous High,Tuesday,-0.4842,0.1069
2021-06-10,2021-06-10 09:38:00,Previous High,338.97,338.87,0.3009,-0.0236,Between Previous High and Low,Thursday,0.4366,-0.0236
2021-06-11,2021-06-11 09:36:00,Previous High,340.54,340.53,0.0411,-0.1263,Between Previous High and Low,Friday,0.1292,-0.1263
2021-06-14,2021-06-14 09:30:00,Previous High,341.25,341.08,-0.2315,0.0645,Above Previous High,Monday,-0.2315,0.3487
2021-06-16,2021-06-16 12:11:00,Previous Low,341.52,341.41,-0.0586,0.0293,Between Previous High and Low,Wednesday,-0.164,0.1874
2021-06-17,2021-06-17 10:27:00,Previous High,343.84,343.83,0.2399,-0.0276,Between Previous High and Low,Thursday,0.445,-0.0553
2021-06-21,2021-06-21 09:31:00,Previous Low,341.86,341.83,-0.5002,-0.0176,Between Previous High and Low,Monday,-0.5002,0.3656
2021-06-22,2021-06-22 09:33:00,Previous High,344.69,344.7601,0.2437,-0.1277,Between Previous High and Low,Tuesday,0.3017,-0.1886
2021-06-23,2021-06-23 09:31:00,Previous High,348.03,348.12,0.1465,-0.0977,Between Previous High and Low,Wednesday,0.2557,-0.0977
2021-06-25,2021-06-25 10:01:00,Previous Low,349.17,349.26,-0.0143,0.199,Between Previous High and Low,Friday,-0.0945,0.3208
2021-06-28,2021-06-28 09:30:00,Previous High,350.72,351.37,0.1654,0.4705,Above Previous High,Monday,0.1654,0.6301
2021-06-29,2021-06-29 09:38:00,Previous High,353.85,353.7682,0.0791,-0.0777,Between Previous High and Low,Tuesday,0.0791,-0.2883
2021-06-30,2021-06-30 09:47:00,Previous High,355.14,354.95,-0.0169,-0.2957,Between Previous High and Low,Wednesday,-0.0169,-0.3576
2021-07-01,2021-07-01 09:30:00,Previous Low,353.83,354.18,0.0283,0.3194,Between Previous High and Low,Thursday,-0.065,0.3561
2021-07-06,2021-07-06 10:34:00,Previous High,358.97,358.95,-0.0864,0.1783,Above Previous High,Tuesday,-0.0891,0.1866
2021-07-07,2021-07-07 10:29:00,Previous High,360.48,360.47,-0.1498,0.1105,Above Previous High,Wednesday,-0.4272,0.1105
2021-07-08,2021-07-08 13:08:00,Previous Low,358.94,358.83,-0.0167,-0.1807,Below Previous Low,Thursday,0.1978,-0.1807
2021-07-09,2021-07-09 10:53:00,Previous High,359.65,359.91,0.2252,0.0653,Between Previous High and Low,Friday,0.3781,0.0653
2021-07-12,2021-07-12 09:40:00,Previous High,361.5,361.39,-0.0609,0.1881,Above Previous High,Monday,-0.1853,0.1881
2021-07-13,2021-07-13 09:46:00,Previous High,362.89,362.71,0.1653,-0.0524,Between Previous High and Low,Tuesday,0.5647,-0.0524
2021-07-14,2021-07-14 10:04:00,Previous High,365.465,365.41,-0.0041,-0.1765,Between Previous High and Low,Wednesday,-0.0041,-0.3844
2021-07-15,2021-07-15 09:31:00,Previous Low,362.22,362.13,-0.4445,0.0994,Between Previous High and Low,Thursday,-0.508,0.2291
2021-07-16,2021-07-16 11:46:00,Previous Low,358.46,358.21,-0.0753,0.2204,Between Previous High and Low,Friday,-0.0753,0.4254
2021-07-20,2021-07-20 09:31:00,Previous High,355.18,354.99,-0.3885,-0.0394,Above Previous High,Tuesday,-0.3885,0.2956
2021-07-21,2021-07-21 11:08:00,Previous High,360.28,360.2101,0.0306,-0.0555,Between Previous High and Low,Wednesday,0.0306,-0.1776
2021-07-23,2021-07-23 09:35:00,Previous High,364.32,364.05,-0.0686,0.1098,Above Previous High,Friday,-0.0686,0.4117
2021-07-26,2021-07-26 10:36:00,Previous High,368.485,368.5542,0.0204,-0.213,Between Previous High and Low,Monday,0.0204,-0.232
2021-07-27,2021-07-27 09:58:00,Previous Low,366.601,366.6,-0.2212,0.1192,Between Previous High and Low,Tuesday,-1.0184,0.1192
2021-07-29,2021-07-29 09:46:00,Previous High,367.45,367.58,0.0354,-0.1796,Between Previous High and Low,Thursday,0.0354,-0.3483
2021-08-02,2021-08-02 09:37:00,Previous High,365.17,365.14,-0.2629,0.0849,Above Previous High,Monday,-0.2903,0.2821
2021-08-03,2021-08-03 09:55:00,Previous Low,363.87,363.59,-0.1621,0.019,Between Previous High and Low,Tuesday,-0.426,0.0852
2021-08-03,2021-08-03 15:59:00,Previous High,366.88,366.77,-0.0082,-0.0627,Between Previous High and Low,Tuesday,-0.0082,-0.0627
2021-08-04,2021-08-04 09:30:00,Previous High,366.93,366.63,0.1036,-0.1145,Between Previous High and Low,Wednesday,0.1226,-0.3243
2021-08-05,2021-08-05 09:35:00,Previous High,368.32,368.38,0.0462,-0.1346,Between Previous High and Low,Thursday,0.1924,-0.1346
2021-08-06,2021-08-06 10:56:00,Previous Low,367.45,367.47,-0.1334,0.0844,Between Previous High and Low,Friday,-0.1483,0.1497
2021-08-10,2021-08-10 09:30:00,Previous High,369.27,369.21,0.0515,-0.1847,Between Previous High and Low,Tuesday,0.0785,-0.4631
2021-08-10,2021-08-10 10:32:00,Previous Low,367.39,367.15,-0.4028,0.0054,Between Previous High and Low,Tuesday,-0.4818,0.0054
2021-08-11,2021-08-11 11:02:00,Previous Low,365.62,365.6,-0.145,0.0576,Between Previous High and Low,Wednesday,-0.2133,0.0576
2021-08-12,2021-08-12 09:36:00,Previous Low,364.84,364.73,-0.1151,0.0603,Between Previous High and Low,Thursday,-0.1494,0.5043
2021-08-13,2021-08-13 09:30:00,Previous High,367.9,367.81,0.0353,-0.1386,Between Previous High and Low,Friday,0.3425,-0.1413
2021-08-16,2021-08-16 09:49:00,Previous Low,367.38,367.55,-0.3103,0.0517,Between Previous High and Low,Monday,-1.0017,0.0517
2021-08-17,2021-08-17 12:42:00,Previous Low,363.7,363.8,-0.0907,0.0949,Between Previous High and Low,Tuesday,-0.1292,0.2475
2021-08-18,2021-08-18 15:48:00,Previous Low,363.23,363.225,-0.2863,0.011,Between Previous High and Low,Wednesday,-0.3758,0.011
2021-08-19,2021-08-19 10:01:00,Previous Low,361.865,361.96,0.1036,-0.123,Below Previous Low,Thursday,0.42,-0.123
2021-08-20,2021-08-20 09:45:00,Previous High,365.68,365.81,0.3008,0.0328,Between Previous High and Low,Friday,0.6563,0.0328
2021-08-24,2021-08-24 09:30:00,Previous High,373.935,374.25,0.0869,-0.1538,Between Previous High and Low,Tuesday,0.2206,-0.1538
